cui,type,name
C0005810,clas,Blood Group (classification)
C0221444,clas,clinical syndromes
C0441729,clas,Type 1
C0441730,clas,Type 2
C0441731,clas,Type 3
C0441732,clas,Type 4
C0441766,clas,Stage level 1
C0441837,clas,Group C
C0441838,clas,Group D
C0441885,clas,Class 1
C0449560,clas,Subtype (attribute)
C0456608,clas,Stage 3C
C0541491,clas,Drugs and Biologicals
C0681417,clas,Doctoral level
C1515021,clas,Subgroup
C1516232,clas,Cancer Survivorship Research
C1516710,clas,Combination Medication
C1516726,clas,Common Scientific Outline NCI
C1517886,clas,Limited stage (cancer stage)
C1518316,clas,New Agents
C1705920,clas,Species
C1708235,clas,Genus
C1708611,clas,Kingdom
C1710441,clas,Total Nottingham Score
C1711207,clas,Subfamily
C1883207,clas,Subspecies
C2348291,clas,Digital Object Identifier
C2698828,clas,Plant Part
C2699077,clas,Rh Negative Blood Group
C2825217,clas,Union
C2827421,clas,Construct
C2828024,clas,Default
C2986513,clas,Heritage
C3846368,clas,International System
C4049623,clas,Intrusions
C4081854,clas,High intensity
C4082133,clas,Not prepared
C4264487,clas,Type A
C4287887,clas,HLA Mismatch
C4330149,clas,HLA Match
C4521691,clas,United States Military enlisted E2
C4521843,clas,United States Military Commissioned Officer O5
C4522078,clas,Group B
