cui,type,name
C0015563,lbtr,False Positive Reactions
C0017746,lbtr,Decreased glucose level
C0019029,lbtr,Hemoglobin concentration result
C0019699,lbtr,HIV Seropositivity
C0034917,lbtr,Reduced Glutathione
C0040210,lbtr,Tidal Volume
C0042766,lbtr,Viruria
C0079356,lbtr,DNA Fingerprints
C0086486,lbtr,Ionic Strength
C0205557,lbtr,False Positive
C0205558,lbtr,False Negative
C0231956,lbtr,Minimum volume
C0231957,lbtr,Slow vital capacity
C0231976,lbtr,Alveolar dead space
C0231990,lbtr,Lung clearance index
C0232011,lbtr,Pleural pressure
C0232012,lbtr,Transmural pressure
C0232022,lbtr,Peak expiratory pressure
C0232296,lbtr,Right axis deviation
C0233243,lbtr,Apgar score 1
C0234084,lbtr,Conduction rate of nerve cell and nerve fiber
C0234684,lbtr,Luminance
C0235475,lbtr,Wide QRS complex
C0349610,lbtr,Transurethral (TUR) syndrome (disorder)
C0369877,lbtr,Porphyrins.total
C0391839,lbtr,Partial pressure CO2 result
C0427405,lbtr,Ferritin level
C0427625,lbtr,Blood group O (finding)
C0427728,lbtr,Blood concentration results
C0427861,lbtr,Human cells
C0428094,lbtr,Gross pathology
C0428196,lbtr,Bicarbonate level - finding
C0428396,lbtr,Cortisol level
C0428436,lbtr,Ammonia level finding
C0428519,lbtr,Albumin level - finding
C0428536,lbtr,Immunoglobulin level - finding
C0428548,lbtr,Glucose level - finding
C0428554,lbtr,Finding of blood glucose level
C0428621,lbtr,High density/low density lipoprotein ratio result
C0428760,lbtr,Intensity change
C0428763,lbtr,Temporal resolution
C0428876,lbtr,Intracardiac pressure
C0429243,lbtr,Small intestine permeability
C0429679,lbtr,Chest wall compliance
C0429896,lbtr,Type 4 hypersensitivity response
C0429899,lbtr,Flare reaction
C0438154,lbtr,Electrocardiogram finding
C0455860,lbtr,Right ventricular mass
C0456165,lbtr,Right atrial pressure
C0456170,lbtr,Left atrial pressure
C0456190,lbtr,Left ventricular end-diastolic pressure level
C0456984,lbtr,Test Result
C0457587,lbtr,Middle ear pressure
C0486291,lbtr,albumin concentration
C0487112,lbtr,liquefaction
C0518014,lbtr,Hematocrit level
C0521144,lbtr,Seronegative
C0587081,lbtr,Laboratory test finding
C0598121,lbtr,Hypoglycorrhachia
C0728819,lbtr,Factor XII level
C0741132,lbtr,antibody positive
C0849535,lbtr,blood test result
C1254595,lbtr,laboratory results
C1261430,lbtr,Fasting blood sugar result
C1271650,lbtr,Antimicrobial activity
C1287399,lbtr,Imaging finding
C1295715,lbtr,Decreased fibrinogen
C1299966,lbtr,Ultrasound scan finding
C1304686,lbtr,Finding of pH
C1304714,lbtr,Adenosine deaminase level
C1318415,lbtr,Serum total protein level result
C1335386,lbtr,Peripheral Blood Eosinophilia
C1412040,lbtr,Feces result
C1516006,lbtr,Antibody Repertoire
C1829683,lbtr,Bacterial virulence
C1956027,lbtr,Salinity
C2827746,lbtr,Microbial Susceptibility Test Result
C2827756,lbtr,Antimicrobial Nonsusceptibility Result
C2827758,lbtr,Antimicrobial Susceptibility Result
C2945560,lbtr,Hemolysis (lab result)
C3463810,lbtr,Proteomic Profile
C3656358,lbtr,HIV 1 subtype
C3686757,lbtr,Feline immunodeficiency virus test negative
C3687223,lbtr,Human herpesvirus 2 positive
C3828286,lbtr,S0
C4086718,lbtr,PSA Level Five to Ten
C4086719,lbtr,PSA Level Ten to Fifty
C4086730,lbtr,Pathology Result
C4087005,lbtr,Cell Cycle Profile
C4290023,lbtr,ALK Positive
C4303450,lbtr,Dematiaceous mold
C4321414,lbtr,Cytomegalovirus Negative
C4329510,lbtr,CD3 Positive
C4329796,lbtr,Epstein-Barr Virus Positive
C4483183,lbtr,Serologic test result
