cui,type,name
C0002055,inch,Alkalies
C0002371,inch,Aluminum Hydroxide
C0002372,inch,Aluminum Hydroxide Gel
C0002607,inch,Ammonia
C0002611,inch,Ammonium
C0002615,inch,Ammonium Chloride
C0002620,inch,Ammonium Sulfate
C0003522,inch,Apatites
C0004754,inch,Barium Sulfate
C0005018,inch,Bentonite
C0005367,inch,Bicarbonates
C0006020,inch,boric acid
C0006222,inch,Bromides
C0006681,inch,Calcium Carbonate
C0006686,inch,Calcium Chloride
C0006701,inch,calcium hydroxide
C0006711,inch,calcium phosphate
C0006712,inch,Calcium Phosphates
C0006716,inch,Calcium Pyrophosphate
C0006717,inch,Calcium Pyrophosphate Dihydrate
C0006721,inch,Gypsum
C0006726,inch,"Calcium, Dietary"
C0007027,inch,Carbonic Acid
C0008173,inch,Chlorates
C0008203,inch,Chlorides
C0008543,inch,Chromates
C0008838,inch,Cisplatin
C0009132,inch,Coal dust
C0009359,inch,Gold Colloid
C0010502,inch,Cyanamide
C0010505,inch,Cyanides
C0010511,inch,Cyanogen Bromide
C0011097,inch,Decavanadate
C0011324,inch,Dental Amalgam
C0011745,inch,Deuterium Oxide
C0013239,inch,Dry Ice
C0013832,inch,Electrolytes
C0015864,inch,Ferricyanides
C0016327,inch,Fluorides
C0020231,inch,Hydrazine
C0020259,inch,Hydrochloric Acid
C0020281,inch,Hydrogen Peroxide
C0020315,inch,Hydroxides
C0020362,inch,Hydroxylamine
C0020600,inch,Hypochlorous Acid
C0020746,inch,Ice
C0021966,inch,Iodides
C0022164,inch,Isocyanides
C0022499,inch,Kaolin
C0022683,inch,Diatomaceous Earth
C0024472,inch,Magnesium Chloride
C0024477,inch,Magnesium Oxide
C0024480,inch,Magnesium Sulfate
C0025552,inch,Metals
C0026136,inch,Milk of Calcium
C0026157,inch,Mineral Waters
C0026162,inch,Minerals
C0026504,inch,Monovanadate
C0028167,inch,Nitrogen Oxides
C0028193,inch,Nitroprusside
C0028214,inch,Nitrous Acid
C0029356,inch,Orthophosphate
C0029366,inch,Orthovanadate
C0030015,inch,Oxides
C0030981,inch,Perchloric Acid
C0031068,inch,Periodic Acid
C0031180,inch,Peroxides
C0031603,inch,Phosphates
C0031700,inch,Phosphoric acid
C0031730,inch,Phosphotungstic Acid
C0032160,inch,Plaster of Paris
C0032575,inch,Polyphosphates
C0032825,inch,Potassium Chloride
C0032831,inch,Potassium Iodide
C0034320,inch,Diphosphates
C0034387,inch,Quartz
C0035975,inch,Ruthenium Red
C0036085,inch,"Saline Solution, Hypertonic"
C0036580,inch,Selenite
C0037129,inch,Silver Nitrate
C0037505,inch,Sodium Dithionite
C0037508,inch,Sodium Fluoride
C0037518,inch,Sodium Hypochlorite
C0037521,inch,Sodium Iodide
C0037532,inch,Sodium Nitrite
C0037568,inch,Sodium Vanadate
C0038225,inch,Steam
C0038720,inch,"Sulfates, Inorganic"
C0038750,inch,Sulfites
C0038762,inch,Sulfonic Acids
C0038779,inch,Sulfur Hexafluoride
C0038782,inch,Sulfur Oxides
C0038784,inch,Sulfuric acid
C0039950,inch,Thiosulfates
C0041929,inch,uranyl nitrate
C0042305,inch,Vanadates
C0042308,inch,Vanadyl
C0043047,inch,Water
C0043491,inch,Zinc Oxide
C0051508,inch,aluminosilicate
C0051519,inch,aluminum phosphate
C0051522,inch,aluminum sulfate
C0051710,inch,ammonium bromide
C0051716,inch,ammonium ferrous sulfate
C0051719,inch,ammonium hydroxide
C0051721,inch,ammonium molybdate
C0051722,inch,ammonium nitrate
C0051723,inch,ammonium peroxydisulfate
C0051724,inch,ammonium phosphate
C0052070,inch,antimony trioxide
C0052418,inch,arsenite
C0052657,inch,attapulgite
C0053931,inch,bone meal
C0053942,inch,Borax
C0053954,inch,boron trifluoride
C0054027,inch,brass
C0054057,inch,brine
C0054476,inch,calcium nitrate
C0054692,inch,carbogen
C0054739,inch,carboxyl radical
C0055134,inch,cesium chloride
C0055138,inch,cesium sulfate
C0055330,inch,chloramine
C0055370,inch,chlorine dioxide
C0055625,inch,chromium dioxide
C0055628,inch,chromium oxide
C0055629,inch,chromium sulfate
C0055863,inch,clay
C0056036,inch,cobaltous chloride
C0056301,inch,Copper Sulfate
C0056593,inch,cupric chloride
C0056598,inch,Cupric oxide
C0056599,inch,cupric sulfide
C0058460,inch,disilver oxide
C0060137,inch,feldspar
C0060205,inch,Fenton's reagent
C0060229,inch,ferric chloride
C0060231,inch,ferric citrate
C0060240,inch,ferric oxide
C0060259,inch,ferrite
C0060274,inch,ferumoxytol
C0060282,inch,ferrous sulfate
C0060631,inch,Fontana-Masson stain
C0060932,inch,gadolinium chloride
C0061185,inch,Gelox
C0061240,inch,germanium dioxide
C0061790,inch,gold chloride
C0061791,inch,"gold tetrachloride, acid"
C0062185,inch,heliox
C0062612,inch,hexacyanoferrate II
C0063070,inch,hydrazoic acid
C0063088,inch,hydrogen sulfite
C0063105,inch,hydrotalcite
C0063146,inch,Hydroxyl Radical
C0063226,inch,hypobromous acid
C0063474,inch,indium trichloride
C0063855,inch,iridium oxide
C0064711,inch,lead acetate
C0064715,inch,lead azide
C0064720,inch,lead oxide
C0064990,inch,Calcium oxide
C0065088,inch,Lithium Chloride
C0065092,inch,lithium perchlorate
C0065461,inch,Maalox
C0065509,inch,Magadi soda
C0065517,inch,magnesium carbonate
C0065527,inch,magnesium phosphate
C0065642,inch,manganese chloride
C0065646,inch,manganese monoxide
C0065988,inch,mercuric iodide
C0066503,inch,Mica
C0066695,inch,molybdate
C0066708,inch,monazite
C0066797,inch,mordenite
C0068853,inch,nitrones
C0068879,inch,nitrox
C0068882,inch,nitroxyl
C0069590,inch,ORALIT
C0070417,inch,perhydroxyl radical
C0070936,inch,phosphoryl chloride
C0071754,inch,potassium bromide
C0071755,inch,potassium carbonate
C0071767,inch,Potassium Hydroxide
C0071772,inch,potassium nitrate
C0071775,inch,potassium periodate
C0071776,inch,potassium peroxymonosulfuric acid
C0071777,inch,potassium persulfate
C0071778,inch,potassium phosphate
C0072733,inch,ferrous disulfide
C0073386,inch,Ringer's solution
C0074280,inch,Selenious Acid
C0074525,inch,silicon nitride
C0074535,inch,silver carbonate
C0074536,inch,silver chloride
C0074719,inch,sodium arsenite
C0074725,inch,sodium bisulfide
C0074726,inch,sodium bisulfite
C0074727,inch,sodium borate
C0074728,inch,sodium borohydride
C0074730,inch,sodium bromide
C0074737,inch,sodium cyanate
C0074738,inch,sodium cyanoborohydride
C0074741,inch,sodium hypophosphite
C0074744,inch,sodium metabisulfite
C0074745,inch,metaperiodate
C0074748,inch,sodium nitrate
C0074752,inch,sodium perchlorate
C0074754,inch,sodium peroxide
C0074757,inch,sodium phosphate
C0074759,inch,sodium polymetaphosphate
C0074767,inch,sodium silicate
C0074769,inch,sodium sulfate
C0074770,inch,sodium sulfide
C0074771,inch,sodium sulfite
C0074773,inch,sodium thiocyanate
C0074774,inch,sodium thiosulfate
C0074776,inch,sodium tungstate(VI)
C0075585,inch,sulfonyl chloride
C0075608,inch,sulfur trioxide
C0076239,inch,tetrachloroplatinate
C0076257,inch,tetrafluoroaluminate
C0076498,inch,thionyl chloride
C0076733,inch,titanium dioxide
C0076740,inch,titanium tetrachloride
C0076933,inch,transplatin
C0077513,inch,tungstate
C0077515,inch,tungstic(VI) acid
C0078023,inch,vanadyl sulfate
C0078182,inch,vermiculite
C0078755,inch,Zeolites
C0078784,inch,zinc iodide
C0078794,inch,Zinc Sulfate
C0081817,inch,bismuth nitrate
C0083236,inch,lithium hydroxide
C0083871,inch,ORA 5
C0084943,inch,vanadium pentoxide
C0085875,inch,Bauxite
C0086954,inch,Sapphire
C0086983,inch,Silicates
C0102840,inch,aluminum chloride
C0102852,inch,aluminum oxide hydroxide
C0103081,inch,ammonium perchlorate
C0103202,inch,anatase
C0104238,inch,arsenate
C0104245,inch,arsonate
C0116466,inch,erionite
C0122297,inch,HPA 23
C0122723,inch,hydrazine hydrate
C0127575,inch,Sodium Borocaptate
C0136082,inch,perchlorate
C0137988,inch,aluminum potassium sulfate
C0138038,inch,Monobasic potassium phosphate
C0141060,inch,rutile
C0141925,inch,Selenate
C0142305,inch,silicon tetrafluoride
C0142822,inch,Sodium chlorite
C0142906,inch,sodium metaperiodate
C0142923,inch,Sodium Selenite
C0145305,inch,tetrachlorodecaoxide
C0145675,inch,thiophosphate
C0145993,inch,Titania
C0146894,inch,triphosphate
C0163748,inch,Diosmectite
C0165528,inch,Flecks
C0170127,inch,Calcibiotic Root Canal Sealer
C0172341,inch,pervanadate
C0173834,inch,Procera
C0175814,inch,Liquid ammonia
C0175960,inch,tetrachlorides
C0178522,inch,boronic acid
C0178847,inch,silane
C0183528,inch,Hydrogen Peroxide Disinfectant
C0205679,inch,Montmorrillonite
C0205688,inch,Limestone
C0205689,inch,Marble
C0205813,inch,Kaolinite
C0205884,inch,Perchlorates
C0205962,inch,Pertechnetate
C0206102,inch,Bromine Compounds
C0206103,inch,Aluminum Compounds
C0206108,inch,Gold Compounds
C0206109,inch,Iodine Compounds
C0206443,inch,Vanadium Compounds
C0206446,inch,Tin Compounds
C0206494,inch,"Selenium Compounds, Inorganic"
C0208291,inch,biotite
C0246248,inch,Endorem
C0246249,inch,ferumoxides
C0284241,inch,bromamine
C0286706,inch,Resovist
C0300269,inch,goethite
C0300989,inch,Cupric salt
C0301352,inch,Colloid sulfur
C0302201,inch,Barium salt
C0302202,inch,Bismuth salt
C0302206,inch,Iron salt
C0302211,inch,Magnesium salt
C0302213,inch,Lithium salt
C0302821,inch,Contour Alloy
C0302913,inch,Acid radical
C0302917,inch,Lewis Acids
C0302921,inch,Strong acid
C0302923,inch,phosphonic acid
C0302948,inch,phosphorus pentasulfide
C0302950,inch,Phosphate salt
C0302965,inch,Sulfate salt
C0302975,inch,Boron tribromide
C0303073,inch,Metal fumes
C0303099,inch,Antimony compound (substance)
C0303186,inch,Copper compound
C0303194,inch,Germanium compound
C0303214,inch,Iron ore
C0303313,inch,Thallium compound
C0303631,inch,Titanium compound
C0303749,inch,Bleach
C0303751,inch,Mineral dust
C0303752,inch,Slate
C0303840,inch,Hydroxylamine Hydrochloride
C0337023,inch,Hot water
C0337055,inch,Salt water
C0350411,inch,Oxygen gas
C0351297,inch,Potassium salt
C0351302,inch,Sodium salts
C0351669,inch,Zinc salts
C0357197,inch,Calcium salt
C0359299,inch,sterile water
C0359627,inch,Medicinal gold
C0368666,inch,Ammonia nitrogen
C0368817,inch,Calcium carbonate crystals
C0376520,inch,Dietary Iron
C0388187,inch,fluoroboric acid
C0389589,inch,saponite
C0392144,inch,SODIUM BISULFATE
C0439892,inch,Boiled water
C0439956,inch,Silver alloy
C0445115,inch,Normal saline
C0457555,inch,Halide
C0458081,inch,Silver salts
C0475871,inch,Aluminum salts
C0520514,inch,Hematite
C0521939,inch,Selenium supplement
C0525854,inch,silver phosphate
C0527701,inch,hypoiodite
C0537803,inch,selol
C0543134,inch,Balanced salt solution
C0544285,inch,Trivalent arsenic compound
C0544286,inch,Pentavalent arsenic compound
C0556246,inch,sodium hydrogen sulfite
C0567438,inch,Inorganic carbon
C0581774,inch,Lead electrolyte
C0589328,inch,Copper salt
C0589329,inch,copper(II) nitrate
C0589330,inch,Copper chloride
C0596072,inch,amino group
C0596079,inch,aminophosphonate
C0596259,inch,carbonyl group
C0596917,inch,metal oxide
C0597068,inch,nitrene
C0597565,inch,tertiary amine
C0599120,inch,phosphite ester
C0599533,inch,phosphorothioate
C0620903,inch,lithium borohydride
C0621573,inch,triethylammonium bicarbonate
C0625930,inch,polyphosphoric acid
C0632310,inch,strontium carbonate
C0638953,inch,phillipsite
C0645960,inch,sulfate radical
