cui,type,name
C0000901,humn,acceptors
C0000937,humn,Accountant
C0001568,humn,Administrative Personnel
C0001792,humn,Elderly (population group)
C0002049,humn,Aliens
C0002122,humn,Allied Health Personnel
C0002460,humn,American Indians
C0002695,humn,Amputees
C0003183,humn,Anthropologist
C0003988,humn,Asian Americans
C0004746,humn,Barefoot Doctors
C0005680,humn,Black race
C0005795,humn,Blood donor
C0007457,humn,Caucasoid Race
C0008098,humn,"Child, Hospitalized"
C0008099,humn,Institutionalized Child
C0008961,humn,Clinical Investigators
C0009467,humn,Community Health Workers
C0009817,humn,Consultant
C0010082,humn,Coroners
C0010331,humn,crippled
C0010476,humn,Currently Married
C0011286,humn,Demographers
C0011327,humn,Dental Assistants
C0011369,humn,Dental hygienist (occupation)
C0011441,humn,Dentist
C0012613,humn,Disadvantaged
C0013018,humn,Donor person
C0013135,humn,dropout
C0013331,humn,Dutch Population
C0013913,humn,Embalmer
C0013963,humn,Emergency Medical Technicians
C0014845,humn,Eskimo Population
C0015031,humn,Ethnic group
C0015535,humn,Faculty
C0015537,humn,"Faculty, Medical"
C0015538,humn,"Faculty, Nursing"
C0015621,humn,Famous Persons
C0016075,humn,fieldwork
C0016400,humn,Focus Groups
C0017319,humn,General Practitioners
C0018422,humn,Roma ethnic group
C0018724,humn,Health Personnel
C0019576,humn,Hispanic Americans
C0019863,humn,Homeless persons
C0019898,humn,Homosexuals
C0019949,humn,Hospital Administrators
C0020044,humn,House Staff
C0020155,humn,Human Volunteers
C0021209,humn,South American Indians
C0021216,humn,Indigents
C0021288,humn,Low Birth Weight Infant
C0021293,humn,"Infant, Postmature"
C0021729,humn,Interest Groups
C0021821,humn,Interviewers
C0022389,humn,Jews
C0022866,humn,Labor Force
C0023226,humn,Legal Guardians
C0024045,humn,Low-Income Population
C0024908,humn,Matched Groups
C0025081,humn,Physician Executives
C0025082,humn,"Examiner, Medical"
C0025106,humn,Medical Staff
C0025266,humn,Male population group
C0025360,humn,Mentally Ill Persons
C0025369,humn,Mentors
C0025884,humn,Mexican Americans
C0026065,humn,Middle Class Population
C0026083,humn,Midwife
C0026092,humn,Migrant Workers
C0026093,humn,Migrants
C0026126,humn,Military Personnel
C0026192,humn,Minority Groups
C0026767,humn,Multiple Partners
C0026870,humn,Muslim population group
C0027567,humn,African race
C0028652,humn,Nurse Administrator
C0028654,humn,Clinical Nurse Specialists
C0028655,humn,Nurse Midwife
C0028661,humn,Nurses
C0028663,humn,Nurses' Aides
C0028698,humn,Nursing Staff
C0028699,humn,"Nursing Staff, Hospital"
C0028799,humn,Occupational health nurse
C0028807,humn,Occupational therapist
C0028829,humn,Octogenarians
C0029146,humn,Optometrist
C0029206,humn,organ donor
C0029975,humn,Ovum Donors
C0030450,humn,Paramedical Personnel
C0030701,humn,Patient Representatives
C0030767,humn,Peer Group
C0031228,humn,"Personnel, Hospital"
C0031323,humn,Pharmacist
C0031831,humn,Physicians
C0031836,humn,"Physicians, Women"
C0032730,humn,Portuguese population
C0032804,humn,Postpartum Women
C0032933,humn,Precipitator
C0033011,humn,Pregnant Women
C0033131,humn,Primary Care Physicians
C0033152,humn,Primitive Societies
C0033167,humn,Prisoners
C0033176,humn,Private Sector
C0033872,humn,Psychiatrist
C0033908,humn,Psychologist
C0034022,humn,Public Health Nurses
C0034035,humn,Public Sector
C0034043,humn,Puerto Ricans
C0034510,humn,Racial group
C0034961,humn,Refugees
C0035173,humn,Research Personnel
C0035962,humn,Rural Population
C0036374,humn,School Teachers
C0036911,humn,Sexual Partners
C0037177,humn,Single Parent
C0037178,humn,Single-Parent Family
C0037179,humn,Unmarried person
C0037311,humn,Slaves
C0037444,humn,social worker
C0038492,humn,student
C0038493,humn,"Students, Dental"
C0038495,humn,"Students, Medical"
