cui,type,name
C0001546,mobd,Adjustment Disorders
C0001707,mobd,Aerophagy
C0001723,mobd,"Affective Disorders, Psychotic"
C0001816,mobd,Agnosia
C0001889,mobd,Akinetic Mutism
C0001956,mobd,Alcohol Use Disorder
C0001969,mobd,Alcoholic Intoxication
C0001973,mobd,"Alcoholic Intoxication, Chronic"
C0002622,mobd,Amnesia
C0003125,mobd,Anorexia Nervosa
C0003431,mobd,Antisocial Personality Disorder
C0003467,mobd,Anxiety
C0003469,mobd,Anxiety Disorders
C0003537,mobd,Aphasia
C0003635,mobd,Apraxias
C0004352,mobd,Autistic Disorder
C0004930,mobd,Behavior Disorders
C0004936,mobd,Mental disorders
C0005586,mobd,Bipolar Disorder
C0005587,mobd,"Depression, Bipolar"
C0006012,mobd,Borderline Personality Disorder
C0006325,mobd,Bruxism
C0006370,mobd,Bulimia
C0006433,mobd,"Burnout, Professional"
C0007370,mobd,Catalepsy
C0008060,mobd,child abuse behavior
C0008062,mobd,Child Sexual Abuse
C0008073,mobd,Developmental Disabilities
C0008909,mobd,Claustrophobia
C0009171,mobd,Cocaine Abuse
C0009176,mobd,Cocaine intoxication
C0009241,mobd,Cognition Disorders
C0009426,mobd,Combat Disorders
C0009595,mobd,Obsessive-Compulsive Personality
C0009676,mobd,Confusion
C0009792,mobd,Consciousness Disorders
C0009946,mobd,Conversion disorder
C0009983,mobd,Coprophagia
C0011206,mobd,Delirium
C0011253,mobd,Delusions
C0011551,mobd,Depersonalization
C0011570,mobd,Mental Depression
C0011581,mobd,Depressive disorder
C0013146,mobd,Drug abuse
C0013222,mobd,Drug Use Disorders
C0013415,mobd,Dysthymic Disorder
C0013473,mobd,Eating Disorders
C0013985,mobd,Emotional Disturbances
C0015480,mobd,Factitious Disorders
C0017494,mobd,Gerstmann Syndrome
C0018524,mobd,Hallucinations
C0018779,mobd,"Hearing Loss, Functional"
C0019337,mobd,Heroin Dependence
C0020594,mobd,Hypoactive Sexual Desire Disorder
C0020604,mobd,Hypochondriasis
C0020703,mobd,Dissociative Hysteria
C0021122,mobd,"Disruptive, Impulse Control, and Conduct Disorders"
C0021125,mobd,Impulsive Behavior
C0021449,mobd,Inhalant Abuse
C0023015,mobd,Language Disorders
C0023186,mobd,Learning Disorders
C0024517,mobd,"Major depression, single episode"
C0024809,mobd,Marijuana Abuse
C0025193,mobd,Melancholia
C0025261,mobd,Memory Disorders
C0025362,mobd,Mental Retardation
C0026106,mobd,Mild Mental Retardation
C0026552,mobd,Morphine Dependence
C0026773,mobd,Multiple Personality Disorder
C0027401,mobd,Narcissism
C0027932,mobd,Neurotic Disorders
C0028043,mobd,Nicotine Dependence
C0028047,mobd,Nicotine withdrawal
C0028768,mobd,Obsessive-Compulsive Disorder
C0029095,mobd,Opioid abuse
C0029104,mobd,Opioid withdrawal
C0029121,mobd,Oppositional Defiant Disorder
C0029221,mobd,Organic brain syndrome
C0029226,mobd,"Hallucinations, Organic"
C0029227,mobd,"Delirium, Dementia, Amnestic, Cognitive Disorders"
C0030319,mobd,Panic Disorder
C0030662,mobd,"Gambling, Pathological"
C0030764,mobd,Pedophilia
C0030975,mobd,Perceptual Disorders
C0031212,mobd,Personality Disorders
C0031572,mobd,"Phobia, Social"
C0031873,mobd,Pica Disease
C0033038,mobd,Premature Ejaculation
C0033958,mobd,"Psychosis, Brief Reactive"
C0033975,mobd,Psychotic Disorders
C0036337,mobd,Schizoaffective Disorder
C0036341,mobd,Schizophrenia
C0036857,mobd,Severe mental retardation (I.Q. 20-34)
C0036939,mobd,Shared Paranoid Disorder
C0037423,mobd,Social maladjustment
C0038273,mobd,Stereotypic Movement Disorder
C0038436,mobd,Post-Traumatic Stress Disorder
C0038441,mobd,"Stress Disorders, Traumatic"
C0038443,mobd,"Stress, Psychological"
C0038506,mobd,Stuttering
C0038580,mobd,Substance Dependence
C0038586,mobd,Substance Use Disorders
C0038587,mobd,Substance Withdrawal Syndrome
C0040188,mobd,Tic disorder
C0040336,mobd,Tobacco Use Disorder
C0040953,mobd,Trichotillomania
C0041671,mobd,Attention Deficit Disorder
C0041696,mobd,Unipolar Depression
C0042693,mobd,Violence
C0085159,mobd,Seasonal Affective Disorder
C0085271,mobd,Self-Injurious Behavior
C0085281,mobd,Addictive Behavior
C0085628,mobd,Stupor
C0085632,mobd,Apathy
C0085633,mobd,Mood swings
C0085762,mobd,Alcohol abuse
C0086168,mobd,Dissociation
C0086181,mobd,Intravenous Drug Abuse
C0086182,mobd,"Drug Abuse, Parenteral"
C0086209,mobd,Emotional Stress
C0086769,mobd,Panic Attacks
C0149623,mobd,behavior disturbance
C0149779,mobd,Somatization
C0152186,mobd,Bestiality
C0178417,mobd,Anhedonia
C0206073,mobd,Domestic Violence
C0221074,mobd,"Depression, Postpartum"
C0221521,mobd,Culture shock
C0221764,mobd,CHRONIC PSYCHOSIS
C0221765,mobd,Chronic schizophrenia
C0232480,mobd,Geophagia
C0233407,mobd,Disorientation
C0233459,mobd,Emotional disorder
C0233477,mobd,Dysphoric mood
C0233494,mobd,Tension
C0233514,mobd,Abnormal behavior
C0233523,mobd,Antisocial behavior
C0233532,mobd,Maladaptive behavior associated with physical illness
C0233572,mobd,Frenzy
C0233577,mobd,Mimicry
C0233585,mobd,Foot tapping
C0233593,mobd,Eye poking
C0233601,mobd,Spraying behavior
C0233622,mobd,Ritual compulsion
C0233643,mobd,Incoherent thinking
C0233649,mobd,Circumstantiality
C0233656,mobd,Mental condensation
C0233697,mobd,Obsessions
C0233701,mobd,Fear of heights
C0233703,mobd,Xenophobia
C0233715,mobd,Speech impairment
C0233718,mobd,Pressure of speech
C0233743,mobd,Prosody
C0233746,mobd,Perceptual disturbance
C0233794,mobd,Memory impairment
C0233795,mobd,"Amnesia, Anterograde"
C0233823,mobd,Impaired insight
C0233953,mobd,Sexual aggression
C0234002,mobd,Sexual frustration
C0234022,mobd,Orgasm incapacity
C0234512,mobd,Prosopagnosia
C0234985,mobd,Mental deterioration
C0235013,mobd,Hypervigilance
C0235165,mobd,acute mania
C0235204,mobd,Irrational thoughts
C0236720,mobd,Hallucinogen Persisting Perception Disorder
C0236801,mobd,"Phobia, Specific"
C0236816,mobd,"Stress Disorders, Traumatic, Acute"
C0236848,mobd,Age-related cognitive decline
C0236865,mobd,Relational problem NOS
C0236969,mobd,Substance-Related Disorders
C0236970,mobd,Alcohol-Induced Disorders
C0237593,mobd,Emotionality
C0237932,mobd,emotional trauma
C0241210,mobd,Speech Delay
C0241424,mobd,Tongue biting
C0242151,mobd,violent
C0242510,mobd,Drug usage
C0259860,mobd,psychiatric emergencies
C0262376,mobd,anxiety generalized
C0270500,mobd,Coprophilia (disorder)
C0270549,mobd,Generalized Anxiety Disorder
C0270590,mobd,Anxiety hyperventilation
C0277577,mobd,Psychic disease
C0277684,mobd,"Animal sacrifice, NOS"
C0278061,mobd,Abnormal mental state
C0278080,mobd,Physical addiction
C0281774,mobd,acute psychosis
C0281875,mobd,Illicit medication use
C0281902,mobd,maladjustment
C0338656,mobd,Impaired cognition
C0338831,mobd,Manic
C0338908,mobd,Mixed anxiety and depressive disorder
C0338946,mobd,Psychogenic cough
C0344323,mobd,Flashing
C0349097,mobd,[X]Mental and behavioural disorders due to use of alcohol: harmful use
C0349208,mobd,manic episode
C0349217,mobd,"Depressive episode, unspecified"
C0349231,mobd,Phobic anxiety disorder
C0349251,mobd,Behavioral syndrome associated with physiological disturbance and physical factors
C0349712,mobd,Recurrent brief depressive disorder
C0376338,mobd,"Diagnosis, Psychiatric"
C0391976,mobd,Pain Disorder
C0393761,mobd,Middle insomnia
C0395005,mobd,Psychogenic polydipsia
C0413318,mobd,Domestic abuse
C0424101,mobd,Inattention
C0424139,mobd,Anxiety and fear
C0424166,mobd,Social Anxiety
C0424295,mobd,Hyperactive behavior
C0424318,mobd,Bullying
C0424605,mobd,Developmental delay (disorder)
C0454578,mobd,Receptive aphasia (finding)
C0474408,mobd,Attention seeking behavior
C0476254,mobd,Dyslexia
C0476480,mobd,Physical violence
C0494463,mobd,"Alzheimer Disease, Late Onset"
C0497327,mobd,Dementia
C0520482,mobd,Somatization Disorder
C0520665,mobd,Menopausal depression
C0520687,mobd,Bilis
C0522174,mobd,Delinquent behavior
C0522205,mobd,Sexual inhibition
C0524528,mobd,Pervasive Development Disorder
C0524662,mobd,Opiate Addiction
C0525045,mobd,Mood Disorders
C0543918,mobd,SCHIZOPHRENIA 10
C0549622,mobd,Sexual Dysfunction
C0557874,mobd,Global developmental delay
C0558066,mobd,Intrusive thoughts
C0558072,mobd,False perception
C0558089,mobd,Verbally abusive behavior
C0562457,mobd,Manic behavior
C0581386,mobd,Chronic anxiety
C0581391,mobd,Chronic depression
C0586323,mobd,Alcohol Withdrawal Seizures
C0588006,mobd,Mild depression
C0588007,mobd,Moderate depression
C0588008,mobd,Severe depression
C0596170,mobd,Binge eating disorder
C0598853,mobd,forgetting
C0599909,mobd,stress related disorder
C0600104,mobd,Obsessive compulsive behavior
C0600241,mobd,heroin abuse
C0600427,mobd,Cocaine Dependence
C0677660,mobd,Emotional problems
C0678253,mobd,problematic AOD use
C0679465,mobd,Psychomotor Impairment
C0680071,mobd,family dysfunction
C0680458,mobd,Recidivism
C0683278,mobd,Mental Suffering
C0683322,mobd,Mental impairment
C0683342,mobd,hazardous drinking
C0683357,mobd,excessive drinking
C0687132,mobd,heavy drinking
C0699820,mobd,Role Playing DIsorder
C0700613,mobd,Anxiety state
C0701811,mobd,Poor short-term memory
C0730557,mobd,Emotional abuse
C0740409,mobd,psychotic behavior
C0740697,mobd,Psychosocial problem
C0740858,mobd,Substance abuse problem
C0741146,mobd,anxiety acute
C0743072,mobd,"Depression, psychotic"
C0743244,mobd,Chronic drug abuse
C0745031,mobd,homicidal
C0746402,mobd,manic symptom
C0746845,mobd,nerve condition
C0748063,mobd,psychiatric issue
C0748073,mobd,psychosocial stressor
C0751072,mobd,Frontotemporal Lobar Degeneration
C0751265,mobd,Learning Disabilities
C0751706,mobd,Primary Progressive Nonfluent Aphasia
C0815107,mobd,psychological distress
C0849888,mobd,psychological disturbance
C0850602,mobd,Chronic stress disorder
C0851265,mobd,Learning problems
C0851878,mobd,dissociative states
C0852733,mobd,Completed Suicide
C0854193,mobd,Cognitive deterioration
C0854366,mobd,Inferiority complex
