cui,type,name
C0000879,euka,Acanthamoeba
C0000881,euka,Acanthocephala
C0000890,euka,Order Acarina
C0001692,euka,Aedes <genus>
C0002028,euka,Algae
C0002031,euka,"Algae, Brown (eukaryote)"
C0002642,euka,Amoeba genus
C0002826,euka,Necator americanus
C0002830,euka,Ancylostomatoidea
C0003096,euka,Annelida
C0003117,euka,Anopheles Genus
C0003121,euka,Anoplura
C0003455,euka,Ants
C0003562,euka,Aphids
C0003577,euka,Aplysia
C0003704,euka,Arachnida (invertebrate)
C0003831,euka,Artemia
C0003898,euka,Arthropod Vectors
C0003903,euka,Arthropods
C0003951,euka,Ascaridia
C0003954,euka,Ascaris
C0003955,euka,Ascaris lumbricoides
C0004347,euka,Australorbis glabratus
C0004572,euka,Babesia
C0004573,euka,Babesia bovis
C0004693,euka,Balantidium
C0004694,euka,Balantidium coli
C0004757,euka,Thoracica
C0004913,euka,Bedbugs
C0004923,euka,Bees
C0005678,euka,Latrodectus mactans
C0005707,euka,Blastocystis
C0006328,euka,Bryozoa
C0006496,euka,Butterflies
C0006638,euka,Caenorhabditis
C0006896,euka,Capillaria
C0007747,euka,Ceratopogonidae
C0008781,euka,Ciliata
C0008785,euka,Cimex lectularius
C0008807,euka,Ciona intestinalis
C0008894,euka,Clams
C0009022,euka,Clonorchis sinensis
C0009182,euka,Coccidia
C0009208,euka,Dictyoptera <superorder>
C0009222,euka,Cnidaria
C0009276,euka,Order Coleoptera
C0010260,euka,Crabs
C0010284,euka,Astacoidea
C0010395,euka,Subphylum Crustacea
C0010444,euka,Culex (Genus)
C0010446,euka,Culicoides <genus>
C0010679,euka,Cysticercus
C0010979,euka,Daphnia
C0011595,euka,Dermacentor
C0011596,euka,Dermacentor variabilis
C0012117,euka,Dictyocaulus
C0012120,euka,Dictyostelium
C0012470,euka,Dinophyceae
C0012480,euka,Dioctophyma
C0012481,euka,Dioctophyma renale
C0012516,euka,Dipetalonema
C0012564,euka,Diphyllobothrium latum
C0012578,euka,Diptera
C0012600,euka,Dirofilaria
C0012601,euka,Dirofilaria immitis
C0013102,euka,Dracunculus medinensis
C0013138,euka,"Drosophila <fruit fly, genus>"
C0013139,euka,Drosophila melanogaster
C0013506,euka,Genus: Echinococcus
C0013507,euka,Echinodermata
C0013739,euka,Eimeria
C0014321,euka,Entamoeba
C0014323,euka,Entamoeba histolytica
C0015155,euka,Euglena gracilis
C0015452,euka,Musca autumnalis
C0015646,euka,Fasciola
C0015648,euka,Fasciola hepatica
C0016091,euka,Filarioidea
C0016228,euka,Fleas
C0017534,euka,Giardia
C0017535,euka,Giardia lamblia
C0018008,euka,gnat
C0018010,euka,Gnathostoma
C0018211,euka,Grasshoppers
C0018288,euka,Gryllidae
C0018478,euka,Haemonchus
C0018882,euka,Helix (Snails)
C0018893,euka,Helminths
C0018992,euka,Hemiptera
C0019157,euka,Hepaticola hepatica
C0019418,euka,Heterophyes
C0019945,euka,Xiphosura
C0020045,euka,Musca domestica (invertebrate)
C0020415,euka,Hymenoptera
C0021573,euka,Insect Vectors
C0021585,euka,Insecta
C0022253,euka,Isospora
C0022254,euka,Isospora belli
C0022381,euka,Jellyfish
C0022787,euka,Euphausiacea
C0022980,euka,Laminaria
C0023047,euka,Larva
C0023209,euka,Leeches
C0023270,euka,Genus: Leishmania
C0023272,euka,Leishmania infantum
C0023273,euka,Leishmania donovani
C0023276,euka,Leishmania major
C0023277,euka,Leishmania mexicana
C0023338,euka,Lepidoptera
C0023635,euka,Lice
C0023721,euka,Limulus
C0023924,euka,Loa loa
C0023955,euka,Locusts
C0024175,euka,Lutzomyia genus
C0024893,euka,Subphylum Mastigophora (organism)
C0025980,euka,Microfilaria
C0026074,euka,Chironomus thummi
C0026231,euka,Mites
C0026391,euka,Mollusca
C0026423,euka,Moniliformis
C0026584,euka,Culicidae
C0026593,euka,Moths
C0026817,euka,Muscidae
C0026871,euka,Mussels
C0027144,euka,Mytilus
C0027154,euka,Myxomycetes
C0027320,euka,Naegleria
C0027321,euka,Naegleria fowleri
C0027526,euka,Necator
C0027581,euka,Phylum Nematoda
C0027586,euka,Nematospiroides dubius
C0028737,euka,Nymph
C0028831,euka,Octopus
C0028888,euka,Oesophagostomum
C0028999,euka,Onchocerca
C0029000,euka,Onchocerca volvulus
C0029111,euka,Opisthorchis viverrini
C0029361,euka,Orthoptera
C0029470,euka,Ostertagia
C0030104,euka,Oysters
C0030425,euka,Paragonimus
C0030426,euka,Paragonimus westermani
C0030448,euka,Paramecium
C0030498,euka,Parasites
C0030760,euka,Pediculus (eukaryote)
C0031549,euka,Genus: Phlebotomus
C0031864,euka,Phytophthora
C0032068,euka,Planarians
C0032148,euka,Plasmodium <genus>
C0032149,euka,Plasmodium berghei
C0032150,euka,Plasmodium falciparum
C0032153,euka,Plasmodium malariae
C0032154,euka,Plasmodium vivax
C0032155,euka,Plasmodium yoelii
C0032211,euka,Platyhelminthes
C0032699,euka,Porifera
C0033739,euka,Protozoa
C0033888,euka,Psychodidae
C0034120,euka,Pupa
C0034358,euka,Pythium
C0034920,euka,Reduviidae
C0035873,euka,Rotifera
C0036158,euka,Sand Flies
C0036227,euka,Sarcoptes scabiei
C0036230,euka,Sarcocystis
C0036315,euka,Schistosoma
C0036316,euka,Schistosoma haematobium
C0036317,euka,Schistosoma japonicum
C0036319,euka,Schistosoma mansoni
C0036451,euka,Scorpions
C0036483,euka,Sea Anemones
C0036485,euka,Sea Cucumbers
C0036488,euka,Sea urchin (invertebrate)
C0036500,euka,Seaweed
C0037017,euka,Shrimp
C0037119,euka,Bombyx
C0037162,euka,Simuliidae
C0037378,euka,Snails
C0037913,euka,Spiders
C0037969,euka,Spirocerca
C0038038,euka,Sporozoea
C0038078,euka,Squid
C0038185,euka,Starfish
C0038371,euka,Stable Fly
C0038460,euka,Strongyloidea
C0038461,euka,Strongyloides
C0038462,euka,Strongyloides stercoralis
C0038466,euka,Strongylus
C0038641,euka,Suctoria
C0039125,euka,Syphacia
C0039249,euka,Genus Tenia
C0039251,euka,Taenia solium
C0039511,euka,Tenebrio
C0039679,euka,Tetrahymena
C0039680,euka,Tetrahymena pyriformis
C0039686,euka,Tetrameres
C0040203,euka,Ticks
C0040523,euka,Toxascaris
C0040550,euka,Toxocara
C0040551,euka,Toxocara canis
C0040552,euka,Toxocara cati
C0040556,euka,Toxoplasma
C0040557,euka,Toxoplasma gondii
C0040818,euka,Trematoda
C0040872,euka,Triatominae
C0040891,euka,Trichinella
C0040892,euka,Trichinella spiralis
C0040913,euka,Trichocephalus trichiura
C0040922,euka,Trichomonas vaginalis
C0040946,euka,Trichostrongyloidea
C0040949,euka,Trichostrongylus
C0040950,euka,Trichostrongylus colubriformis
C0040955,euka,Trichocephalus <invertebrate>
C0041171,euka,Chiggers
C0041215,euka,Trypanosoma
C0041217,euka,Trypanosoma brucei brucei
C0041219,euka,Trypanosoma brucei rhodesiense
C0041220,euka,Trypanosoma congolense
C0041221,euka,Trypanosoma cruzi
C0041226,euka,Trypanosomatina
C0041263,euka,Glossina <genus>
C0041646,euka,Uncinaria stenocephala
C0042056,euka,Urochordata
C0043041,euka,Wasps
C0043272,euka,Filaria bancrofti
C0043530,euka,Zooplankton
C0085316,euka,Apicomplexa
C0085319,euka,Cryptosporidium parvum
C0085320,euka,Eimeria tenella
C0085321,euka,Haemosporida
C0085322,euka,Plasmodium chabaudi
C0085323,euka,Plasmodium cynomolgi
C0085324,euka,Plasmodium knowlesi
C0085326,euka,Piroplasmida
C0085327,euka,Theileria
C0085329,euka,Theileria parva
C0085330,euka,Ciliophora
C0085339,euka,Tetrahymena thermophila
C0085343,euka,Euplotes
C0085356,euka,Chlamydomonas reinhardtii
C0085359,euka,Diplomonadida
C0085360,euka,Kinetoplastida
C0085361,euka,Crithidia fasciculata
C0085364,euka,Tritrichomonas foetus
C0085366,euka,Dictyosteliida
C0085368,euka,Physarum polycephalum
C0085370,euka,Order Amoebida
C0085373,euka,Blastocystis hominis
C0086149,euka,Dictyostelium discoideum
C0086194,euka,Earthworms
C0086538,euka,Leishmania mexicana amazonensis
C0086986,euka,Simulium genus
C0162313,euka,Ancylostoma caninum
C0162324,euka,Ascaridia galli
C0162328,euka,Firefly Family
C0162372,euka,Litomosoides
C0162440,euka,Ostertagia ostertagi
C0162600,euka,Adenophorea
C0162605,euka,Ascaris suum
C0162610,euka,Caenorhabditis elegans
C0162615,euka,Brugia malayi
C0162618,euka,Strongylida
C0162620,euka,Angiostrongylus cantonensis
C0162769,euka,Diatoms
C0175966,euka,Protochordates
C0221085,euka,Taenia Saginata
C0242223,euka,Periplaneta americana
C0242250,euka,Ceratitis capitata
C0242619,euka,Tobacco Hornworm
C0242626,euka,Spodoptera frugiperda
C0242639,euka,Glossinidae
C0242906,euka,Neospora caninum
C0259942,euka,Limulus polyphemus
C0260163,euka,pathogenic protozoa
C0277431,euka,Demodex folliculorum
C0282508,euka,Ixodes dammini
C0282509,euka,Ixodes ricinus
C0282510,euka,Ixodes scapularis
C0282511,euka,Ixodes
C0320225,euka,Internal parasite
C0320240,euka,Trypanosoma evansi
C0320268,euka,Leishmania hertigi
C0320280,euka,Chilomastix mesnili
C0320293,euka,Cochlosoma
C0320294,euka,Cochlosoma anatis
C0320305,euka,Hexamita
C0320310,euka,Spironucleus
C0320314,euka,Histomonas meleagridis
C0320317,euka,Dientamoeba fragilis
C0320328,euka,Trichomonas tenax
C0320329,euka,Trichomonas gallinae
C0320420,euka,Entamoeba coli
C0320421,euka,Entamoeba gingivalis
C0320424,euka,Entamoeba invadens
C0320442,euka,Entamoeba muris
C0320458,euka,Acanthamoeba castellanii
C0320459,euka,Acanthamoeba polyphaga
C0320460,euka,Acanthamoeba astronyxis
C0320491,euka,Hepatozoon
C0320492,euka,Hepatozoon canis
C0320507,euka,Cryptosporidium muris
